GID_1,Country,Status
AFG.1_1,Afghanistan,NO
AFG.2_1,Afghanistan,NO
AFG.3_1,Afghanistan,NO
AFG.4_1,Afghanistan,NO
AFG.5_1,Afghanistan,NO
AFG.6_1,Afghanistan,NO
AFG.7_1,Afghanistan,NO
AFG.8_1,Afghanistan,NO
AFG.9_1,Afghanistan,NO
AFG.10_1,Afghanistan,NO
AFG.11_1,Afghanistan,NO
AFG.12_1,Afghanistan,NO
AFG.13_1,Afghanistan,NO
AFG.14_1,Afghanistan,NO
AFG.15_1,Afghanistan,NO
AFG.16_1,Afghanistan,NO
AFG.17_1,Afghanistan,NO
AFG.18_1,Afghanistan,NO
AFG.19_1,Afghanistan,NO
AFG.20_1,Afghanistan,NO
AFG.21_1,Afghanistan,NO
AFG.22_1,Afghanistan,NO
AFG.23_1,Afghanistan,NO
AFG.24_1,Afghanistan,NO
AFG.25_1,Afghanistan,NO
AFG.26_1,Afghanistan,NO
AFG.27_1,Afghanistan,NO
AFG.28_1,Afghanistan,NO
AFG.29_1,Afghanistan,NO
AFG.30_1,Afghanistan,NO
AFG.31_1,Afghanistan,NO
AFG.32_1,Afghanistan,NO
AFG.33_1,Afghanistan,NO
AFG.34_1,Afghanistan,NO
AGO.1_1,Angola,NO
AGO.2_1,Angola,NO
AGO.3_1,Angola,NO
AGO.4_1,Angola,NO
AGO.5_1,Angola,NO
AGO.6_1,Angola,NO
AGO.7_1,Angola,NO
AGO.8_1,Angola,NO
AGO.9_1,Angola,NO
AGO.10_1,Angola,NO
AGO.11_1,Angola,NO
AGO.12_1,Angola,NO
AGO.13_1,Angola,NO
AGO.14_1,Angola,NO
AGO.15_1,Angola,NO
AGO.16_1,Angola,NO
AGO.17_1,Angola,NO
AGO.18_1,Angola,NO
AIA.1_1,Anguilla,NO
AIA.15_1,Anguilla,NO
AIA.2_1,Anguilla,NO
AIA.3_1,Anguilla,NO
AIA.4_1,Anguilla,NO
AIA.5_1,Anguilla,NO
AIA.6_1,Anguilla,NO
AIA.16_1,Anguilla,NO
AIA.7_1,Anguilla,NO
AIA.8_1,Anguilla,NO
AIA.17_1,Anguilla,NO
AIA.18_1,Anguilla,NO
AIA.9_1,Anguilla,NO
AIA.10_1,Anguilla,NO
AIA.11_1,Anguilla,NO
AIA.12_1,Anguilla,NO
AIA.13_1,Anguilla,NO
AIA.14_1,Anguilla,NO
ALA.1_2,Åland,NO
ALA.2_2,Åland,NO
ALA.3_2,Åland,OK
ALB.1_1,Albania,NO
ALB.2_1,Albania,NO
ALB.3_1,Albania,NO
ALB.4_1,Albania,NO
ALB.5_1,Albania,OK
ALB.6_1,Albania,OK
ALB.7_1,Albania,NO
ALB.8_1,Albania,NO
ALB.9_1,Albania,OK
ALB.10_1,Albania,NO
ALB.11_1,Albania,NO
ALB.12_1,Albania,NO
AND.1_1,Andorra,OK
AND.2_1,Andorra,OK
AND.3_1,Andorra,OK
AND.4_1,Andorra,OK
AND.5_1,Andorra,OK
AND.6_1,Andorra,NO
AND.7_1,Andorra,OK
ARE.1_1,United Arab Emirates,NO
ARE.2_1,United Arab Emirates,OK
ARE.3_1,United Arab Emirates,NO
ARE.4_1,United Arab Emirates,OK
ARE.5_1,United Arab Emirates,NO
ARE.6_1,United Arab Emirates,OK
ARE.7_1,United Arab Emirates,OK
ARG.1_1,Argentina,NO
ARG.2_1,Argentina,NO
ARG.3_1,Argentina,NO
ARG.4_1,Argentina,NO
ARG.5_1,Argentina,OK
ARG.6_1,Argentina,NO
ARG.7_1,Argentina,NO
ARG.8_1,Argentina,NO
ARG.9_1,Argentina,OK
ARG.10_1,Argentina,NO
ARG.11_1,Argentina,NO
ARG.12_1,Argentina,NO
ARG.13_1,Argentina,NO
ARG.14_1,Argentina,NO
ARG.15_1,Argentina,NO
ARG.16_1,Argentina,NO
ARG.17_1,Argentina,NO
ARG.18_1,Argentina,NO
ARG.19_1,Argentina,NO
ARG.20_1,Argentina,NO
ARG.21_1,Argentina,NO
ARG.22_1,Argentina,NO
ARG.23_1,Argentina,NO
ARG.24_1,Argentina,NO
ARM.1_1,Armenia,NO
ARM.2_1,Armenia,NO
ARM.3_1,Armenia,NO
ARM.4_1,Armenia,NO
ARM.5_1,Armenia,NO
ARM.6_1,Armenia,NO
ARM.7_1,Armenia,NO
ARM.8_1,Armenia,NO
ARM.9_1,Armenia,NO
ARM.10_1,Armenia,NO
ARM.11_1,Armenia,NO
ASM.1_1,American Samoa,OK
ASM.2_1,American Samoa,OK
ASM.3_1,American Samoa,NO
ASM.4_1,American Samoa,OK
ATF.1_1,French Southern Territories,NO
ATF.2_1,French Southern Territories,NO
ATF.3_1,French Southern Territories,NO
ATF.4_1,French Southern Territories,NO
ATG.1_1,Antigua and Barbuda,NO
ATG.2_1,Antigua and Barbuda,NO
ATG.3_1,Antigua and Barbuda,NO
ATG.4_1,Antigua and Barbuda,NO
ATG.5_1,Antigua and Barbuda,NO
ATG.6_1,Antigua and Barbuda,NO
ATG.7_1,Antigua and Barbuda,NO
ATG.8_1,Antigua and Barbuda,NO
AUS.1_1,Australia,NO
AUS.2_1,Australia,OK
AUS.3_1,Australia,NO
AUS.4_1,Australia,NO
AUS.5_1,Australia,NO
AUS.6_1,Australia,NO
AUS.7_1,Australia,NO
AUS.8_1,Australia,NO
AUS.9_1,Australia,NO
AUS.10_1,Australia,NO
AUS.11_1,Australia,NO
AUT.1_1,Austria,OK
AUT.2_1,Austria,OK
AUT.3_1,Austria,OK
AUT.4_1,Austria,OK
AUT.5_1,Austria,OK
AUT.6_1,Austria,OK
AUT.7_1,Austria,NO
AUT.8_1,Austria,OK
AUT.9_1,Austria,OK
AZE.1_1,Azerbaijan,NO
AZE.2_1,Azerbaijan,NO
AZE.3_1,Azerbaijan,NO
AZE.4_1,Azerbaijan,NO
AZE.5_1,Azerbaijan,NO
AZE.6_1,Azerbaijan,NO
AZE.7_1,Azerbaijan,NO
AZE.8_1,Azerbaijan,NO
AZE.9_1,Azerbaijan,NO
AZE.10_1,Azerbaijan,NO
BDI.1_1,Burundi,NO
BDI.2_1,Burundi,NO
BDI.3_1,Burundi,NO
BDI.4_1,Burundi,NO
BDI.5_1,Burundi,NO
BDI.6_1,Burundi,NO
BDI.7_1,Burundi,NO
BDI.8_1,Burundi,NO
BDI.9_1,Burundi,NO
BDI.10_1,Burundi,NO
BDI.11_1,Burundi,NO
BDI.12_1,Burundi,NO
BDI.13_1,Burundi,NO
BDI.14_1,Burundi,NO
BDI.15_1,Burundi,NO
BDI.16_1,Burundi,NO
BDI.17_1,Burundi,NO
BEL.1_1,Belgium,OK
BEL.2_1,Belgium,OK
BEL.3_1,Belgium,OK
BEN.1_1,Benin,NO
BEN.2_1,Benin,NO
BEN.3_1,Benin,NO
BEN.4_1,Benin,NO
BEN.5_1,Benin,NO
BEN.6_1,Benin,NO
BEN.7_1,Benin,NO
BEN.8_1,Benin,NO
BEN.9_1,Benin,NO
BEN.10_1,Benin,NO
BEN.11_1,Benin,NO
BEN.12_1,Benin,NO
BES.1_1,"Bonaire, Sint Eustatius and Saba",NO
BES.2_1,"Bonaire, Sint Eustatius and Saba",NO
BES.3_1,"Bonaire, Sint Eustatius and Saba",NO
BFA.1_1,Burkina Faso,NO
BFA.2_1,Burkina Faso,NO
BFA.7_1,Burkina Faso,NO
BFA.3_1,Burkina Faso,NO
BFA.4_1,Burkina Faso,NO
BFA.5_1,Burkina Faso,NO
BFA.6_1,Burkina Faso,NO
BFA.8_1,Burkina Faso,NO
BFA.9_1,Burkina Faso,NO
BFA.10_1,Burkina Faso,NO
BFA.11_1,Burkina Faso,NO
BFA.12_1,Burkina Faso,NO
BFA.13_1,Burkina Faso,NO
BGD.1_1,Bangladesh,NO
BGD.2_1,Bangladesh,OK
BGD.3_1,Bangladesh,OK
BGD.4_1,Bangladesh,NO
BGD.8_1,Bangladesh,OK
BGD.5_1,Bangladesh,OK
BGD.6_1,Bangladesh,OK
BGD.7_1,Bangladesh,NO
BGR.1_1,Bulgaria,OK
BGR.2_1,Bulgaria,OK
BGR.3_1,Bulgaria,NO
BGR.4_1,Bulgaria,OK
BGR.5_1,Bulgaria,OK
BGR.6_1,Bulgaria,OK
BGR.7_1,Bulgaria,OK
BGR.8_1,Bulgaria,OK
BGR.9_1,Bulgaria,OK
BGR.10_1,Bulgaria,NO
BGR.11_1,Bulgaria,OK
BGR.12_1,Bulgaria,OK
BGR.13_1,Bulgaria,OK
BGR.14_1,Bulgaria,OK
BGR.15_1,Bulgaria,NO
BGR.16_1,Bulgaria,OK
BGR.17_1,Bulgaria,NO
BGR.18_1,Bulgaria,OK
BGR.19_1,Bulgaria,NO
BGR.20_1,Bulgaria,NO
BGR.21_1,Bulgaria,NO
BGR.22_1,Bulgaria,OK
BGR.23_1,Bulgaria,OK
BGR.24_1,Bulgaria,OK
BGR.25_1,Bulgaria,NO
BGR.26_1,Bulgaria,OK
BGR.27_1,Bulgaria,OK
BGR.28_1,Bulgaria,NO
BHR.1_1,Bahrain,NO
BHR.3_1,Bahrain,NO
BHR.4_1,Bahrain,NO
BHR.5_1,Bahrain,NO
BHS.1_1,Bahamas,NO
BHS.2_1,Bahamas,NO
BHS.3_1,Bahamas,NO
BHS.4_1,Bahamas,NO
BHS.5_1,Bahamas,NO
BHS.6_1,Bahamas,NO
BHS.7_1,Bahamas,NO
BHS.8_1,Bahamas,NO
BHS.9_1,Bahamas,NO
BHS.10_1,Bahamas,NO
BHS.11_1,Bahamas,NO
BHS.12_1,Bahamas,NO
BHS.13_1,Bahamas,NO
BHS.14_1,Bahamas,NO
BHS.15_1,Bahamas,NO
BHS.16_1,Bahamas,NO
BHS.17_1,Bahamas,NO
BHS.18_1,Bahamas,NO
BHS.19_1,Bahamas,NO
BHS.20_1,Bahamas,NO
BHS.21_1,Bahamas,NO
BHS.22_1,Bahamas,NO
BHS.23_1,Bahamas,NO
BHS.24_1,Bahamas,NO
BHS.25_1,Bahamas,NO
BHS.26_1,Bahamas,NO
BHS.27_1,Bahamas,NO
BHS.28_1,Bahamas,NO
BHS.29_1,Bahamas,NO
BHS.30_1,Bahamas,NO
BHS.31_1,Bahamas,NO
BHS.32_1,Bahamas,NO
BIH.1_1,Bosnia and Herzegovina,OK
BIH.2_1,Bosnia and Herzegovina,NO
BIH.3_1,Bosnia and Herzegovina,NO
BLM.1_1,Saint-Barthélemy,NO
BLM.2_1,Saint-Barthélemy,NO
BLR.1_1,Belarus,NO
BLR.2_1,Belarus,NO
BLR.3_1,Belarus,NO
BLR.5_1,Belarus,NO
BLR.7_1,Belarus,NO
BLR.4_1,Belarus,NO
BLR.6_1,Belarus,NO
BLZ.1_1,Belize,NO
BLZ.2_1,Belize,NO
BLZ.3_1,Belize,NO
BLZ.4_1,Belize,NO
BLZ.5_1,Belize,NO
BLZ.6_1,Belize,NO
BMU.1_1,Bermuda,OK
BMU.2_1,Bermuda,OK
BMU.3_1,Bermuda,OK
BMU.4_1,Bermuda,OK
BMU.5_1,Bermuda,NO
BMU.6_1,Bermuda,OK
BMU.7_1,Bermuda,OK
BMU.8_1,Bermuda,OK
BMU.9_1,Bermuda,OK
BMU.10_1,Bermuda,OK
BMU.11_1,Bermuda,OK
BOL.3_1,Bolivia,NO
BOL.1_1,Bolivia,NO
BOL.2_1,Bolivia,NO
BOL.4_1,Bolivia,NO
BOL.5_1,Bolivia,NO
BOL.6_1,Bolivia,NO
BOL.7_1,Bolivia,NO
BOL.8_1,Bolivia,NO
BOL.9_1,Bolivia,NO
BRA.1_1,Brazil,NO
BRA.2_1,Brazil,NO
BRA.3_1,Brazil,NO
BRA.4_1,Brazil,NO
BRA.5_1,Brazil,NO
BRA.6_1,Brazil,OK
BRA.7_1,Brazil,OK
BRA.8_1,Brazil,NO
BRA.9_1,Brazil,OK
BRA.10_1,Brazil,NO
BRA.12_1,Brazil,NO
BRA.11_1,Brazil,NO
BRA.13_1,Brazil,OK
BRA.14_1,Brazil,NO
BRA.15_1,Brazil,OK
BRA.16_1,Brazil,NO
BRA.17_1,Brazil,OK
BRA.18_1,Brazil,NO
BRA.19_1,Brazil,NO
BRA.20_1,Brazil,NO
BRA.21_1,Brazil,NO
BRA.22_1,Brazil,NO
BRA.23_1,Brazil,NO
BRA.24_1,Brazil,NO
BRA.25_1,Brazil,NO
BRA.26_1,Brazil,NO
BRA.27_1,Brazil,NO
BRB.1_1,Barbados,NO
BRB.2_1,Barbados,NO
BRB.3_1,Barbados,NO
BRB.4_1,Barbados,NO
BRB.5_1,Barbados,NO
BRB.6_1,Barbados,NO
BRB.7_1,Barbados,NO
BRB.8_1,Barbados,NO
BRB.9_1,Barbados,NO
BRB.10_1,Barbados,NO
BRB.11_1,Barbados,NO
BRN.1_1,Brunei,NO
BRN.2_1,Brunei,NO
BRN.3_1,Brunei,NO
BRN.4_1,Brunei,NO
BTN.1_1,Bhutan,NO
BTN.2_1,Bhutan,NO
BTN.3_1,Bhutan,NO
BTN.4_1,Bhutan,NO
BTN.5_1,Bhutan,NO
BTN.6_1,Bhutan,NO
BTN.7_1,Bhutan,NO
BTN.8_1,Bhutan,NO
BTN.9_1,Bhutan,NO
BTN.10_1,Bhutan,NO
BTN.11_1,Bhutan,NO
BTN.12_1,Bhutan,NO
BTN.13_1,Bhutan,NO
BTN.14_1,Bhutan,NO
BTN.19_1,Bhutan,NO
BTN.15_1,Bhutan,NO
BTN.16_1,Bhutan,NO
BTN.17_1,Bhutan,NO
BTN.18_1,Bhutan,NO
BTN.20_1,Bhutan,NO
BWA.1_1,Botswana,NO
BWA.2_1,Botswana,NO
BWA.3_1,Botswana,OK
BWA.4_1,Botswana,OK
BWA.5_1,Botswana,NO
BWA.6_1,Botswana,NO
BWA.7_1,Botswana,NO
BWA.8_1,Botswana,NO
BWA.9_1,Botswana,OK
BWA.10_1,Botswana,OK
BWA.11_1,Botswana,NO
BWA.12_1,Botswana,NO
BWA.13_1,Botswana,NO
BWA.14_1,Botswana,OK
BWA.15_1,Botswana,NO
BWA.16_1,Botswana,OK
CAF.1_1,Central African Republic,NO
CAF.2_1,Central African Republic,NO
CAF.3_1,Central African Republic,NO
CAF.4_1,Central African Republic,NO
CAF.5_1,Central African Republic,NO
CAF.6_1,Central African Republic,NO
CAF.7_1,Central African Republic,NO
CAF.8_1,Central African Republic,NO
CAF.9_1,Central African Republic,NO
CAF.10_1,Central African Republic,NO
CAF.11_1,Central African Republic,NO
CAF.12_1,Central African Republic,NO
CAF.13_1,Central African Republic,NO
CAF.15_1,Central African Republic,NO
CAF.14_1,Central African Republic,NO
CAF.16_1,Central African Republic,NO
CAF.17_1,Central African Republic,NO
CAN.1_1,Canada,NO
CAN.2_1,Canada,NO
CAN.3_1,Canada,NO
CAN.4_1,Canada,NO
CAN.5_1,Canada,NO
CAN.6_1,Canada,NO
CAN.7_1,Canada,NO
CAN.8_1,Canada,NO
CAN.9_1,Canada,NO
CAN.10_1,Canada,NO
CAN.11_1,Canada,NO
CAN.12_1,Canada,NO
CAN.13_1,Canada,NO
CHE.1_1,Switzerland,OK
CHE.2_1,Switzerland,OK
CHE.3_1,Switzerland,OK
CHE.4_1,Switzerland,OK
CHE.5_1,Switzerland,OK
CHE.6_1,Switzerland,OK
CHE.7_1,Switzerland,OK
CHE.8_1,Switzerland,OK
CHE.9_1,Switzerland,OK
CHE.10_1,Switzerland,NO
CHE.11_1,Switzerland,OK
CHE.12_1,Switzerland,OK
CHE.13_1,Switzerland,OK
CHE.14_1,Switzerland,OK
CHE.15_1,Switzerland,OK
CHE.16_1,Switzerland,OK
CHE.17_1,Switzerland,OK
CHE.18_1,Switzerland,OK
CHE.19_1,Switzerland,OK
CHE.20_1,Switzerland,OK
CHE.21_1,Switzerland,OK
CHE.22_1,Switzerland,OK
CHE.23_1,Switzerland,OK
CHE.24_1,Switzerland,OK
CHE.25_1,Switzerland,OK
CHE.26_1,Switzerland,OK
CHL.2_1,Chile,NO
CHL.3_1,Chile,NO
CHL.4_1,Chile,NO
CHL.5_1,Chile,NO
CHL.1_1,Chile,NO
CHL.6_1,Chile,NO
CHL.7_1,Chile,NO
CHL.8_1,Chile,NO
CHL.9_1,Chile,NO
CHL.10_1,Chile,NO
CHL.11_1,Chile,NO
CHL.12_1,Chile,NO
CHL.13_1,Chile,OK
CHL.14_1,Chile,NO
CHL.15_1,Chile,NO
CHL.16_1,Chile,NO
CHN.1_1,China,NO
CHN.2_1,China,NO
CHN.3_1,China,NO
CHN.4_1,China,NO
CHN.5_1,China,NO
CHN.6_1,China,NO
CHN.7_1,China,NO
CHN.8_1,China,NO
CHN.9_1,China,NO
CHN.10_1,China,NO
CHN.11_1,China,NO
CHN.12_1,China,NO
CHN.HKG,China,OK
CHN.13_1,China,NO
CHN.14_1,China,NO
CHN.15_1,China,NO
CHN.16_1,China,NO
CHN.17_1,China,NO
CHN.18_1,China,NO
CHN.MAC,China,NO
CHN.19_1,China,NO
CHN.20_1,China,NO
CHN.21_1,China,NO
CHN.22_1,China,NO
CHN.23_1,China,NO
CHN.24_1,China,NO
CHN.25_1,China,NO
CHN.26_1,China,NO
CHN.27_1,China,NO
CHN.28_1,China,NO
Z02.28_1,China,NO
Z03.28_1,China,NO
CHN.29_1,China,NO
Z03.29_1,China,NO
Z08.29_1,China,NO
CHN.30_1,China,NO
CHN.31_1,China,NO
CIV.1_1,Côte d'Ivoire,NO
CIV.2_1,Côte d'Ivoire,NO
CIV.3_1,Côte d'Ivoire,NO
CIV.4_1,Côte d'Ivoire,NO
CIV.5_1,Côte d'Ivoire,NO
CIV.6_1,Côte d'Ivoire,NO
CIV.7_1,Côte d'Ivoire,NO
CIV.8_1,Côte d'Ivoire,NO
CIV.9_1,Côte d'Ivoire,NO
CIV.10_1,Côte d'Ivoire,NO
CIV.11_1,Côte d'Ivoire,NO
CIV.12_1,Côte d'Ivoire,NO
CIV.13_1,Côte d'Ivoire,NO
CIV.14_1,Côte d'Ivoire,NO
CMR.1_1,Cameroon,NO
CMR.2_1,Cameroon,NO
CMR.3_1,Cameroon,NO
CMR.4_1,Cameroon,NO
CMR.5_1,Cameroon,NO
CMR.7_1,Cameroon,NO
CMR.6_1,Cameroon,NO
CMR.8_1,Cameroon,NO
CMR.10_1,Cameroon,NO
CMR.9_1,Cameroon,NO
COD.1_1,Democratic Republic of the Congo,NO
COD.2_1,Democratic Republic of the Congo,NO
COD.3_1,Democratic Republic of the Congo,NO
COD.4_1,Democratic Republic of the Congo,NO
COD.5_1,Democratic Republic of the Congo,NO
COD.6_1,Democratic Republic of the Congo,NO
COD.9_1,Democratic Republic of the Congo,NO
COD.7_1,Democratic Republic of the Congo,NO
COD.8_1,Democratic Republic of the Congo,NO
COD.10_1,Democratic Republic of the Congo,NO
COD.11_1,Democratic Republic of the Congo,NO
COD.12_1,Democratic Republic of the Congo,NO
COD.13_1,Democratic Republic of the Congo,NO
COD.14_1,Democratic Republic of the Congo,NO
COD.15_1,Democratic Republic of the Congo,NO
COD.16_1,Democratic Republic of the Congo,NO
COD.17_1,Democratic Republic of the Congo,NO
COD.18_1,Democratic Republic of the Congo,NO
COD.19_1,Democratic Republic of the Congo,OK
COD.20_1,Democratic Republic of the Congo,NO
COD.21_1,Democratic Republic of the Congo,NO
COD.22_1,Democratic Republic of the Congo,NO
COD.23_1,Democratic Republic of the Congo,NO
COD.24_1,Democratic Republic of the Congo,NO
COD.25_1,Democratic Republic of the Congo,NO
COD.26_1,Democratic Republic of the Congo,NO
COG.1_1,Republic of the Congo,NO
COG.2_1,Republic of the Congo,NO
COG.4_1,Republic of the Congo,NO
COG.3_1,Republic of the Congo,NO
COG.5_1,Republic of the Congo,NO
COG.6_1,Republic of the Congo,NO
COG.7_1,Republic of the Congo,NO
COG.8_1,Republic of the Congo,NO
COG.9_1,Republic of the Congo,NO
COG.10_1,Republic of the Congo,NO
COG.11_1,Republic of the Congo,NO
COG.12_1,Republic of the Congo,NO
COK.1_1,Cook Islands,NO
COK.2_1,Cook Islands,NO
COK.3_1,Cook Islands,NO
COK.4_1,Cook Islands,NO
COK.5_1,Cook Islands,NO
COK.6_1,Cook Islands,NO
COK.7_1,Cook Islands,NO
COK.8_1,Cook Islands,NO
COK.9_1,Cook Islands,NO
COK.10_1,Cook Islands,NO
COK.11_1,Cook Islands,NO
COL.1_2,Colombia,NO
COL.2_2,Colombia,NO
COL.3_2,Colombia,NO
COL.4_2,Colombia,NO
COL.5_2,Colombia,OK
COL.6_2,Colombia,OK
COL.7_2,Colombia,NO
COL.8_2,Colombia,OK
COL.9_2,Colombia,NO
COL.10_2,Colombia,NO
COL.11_2,Colombia,NO
COL.12_2,Colombia,NO
COL.13_2,Colombia,NO
COL.14_2,Colombia,NO
COL.15_2,Colombia,OK
COL.16_2,Colombia,NO
COL.17_2,Colombia,NO
COL.18_2,Colombia,NO
COL.19_2,Colombia,NO
COL.20_2,Colombia,OK
COL.21_2,Colombia,NO
COL.22_2,Colombia,OK
COL.23_2,Colombia,NO
COL.24_2,Colombia,NO
COL.25_2,Colombia,OK
COL.26_2,Colombia,OK
COL.27_1,Colombia,OK
COL.28_2,Colombia,NO
COL.29_2,Colombia,NO
COL.30_2,Colombia,NO
COL.31_2,Colombia,OK
COL.32_2,Colombia,NO
COL.33_2,Colombia,NO
COM.3_1,Comoros,NO
COM.2_1,Comoros,NO
COM.1_1,Comoros,NO
CPV.1_1,Cabo Verde,NO
CPV.2_1,Cabo Verde,NO
CPV.3_1,Cabo Verde,NO
CPV.4_1,Cabo Verde,NO
CPV.5_1,Cabo Verde,NO
CPV.6_1,Cabo Verde,NO
CPV.7_1,Cabo Verde,NO
CPV.8_1,Cabo Verde,NO
CPV.9_1,Cabo Verde,NO
CPV.10_1,Cabo Verde,NO
CPV.11_1,Cabo Verde,NO
CPV.12_1,Cabo Verde,NO
CPV.13_1,Cabo Verde,NO
CPV.14_1,Cabo Verde,NO
CPV.15_1,Cabo Verde,NO
CPV.16_1,Cabo Verde,NO
CPV.17_1,Cabo Verde,NO
CPV.18_1,Cabo Verde,NO
CPV.19_1,Cabo Verde,NO
CPV.20_1,Cabo Verde,NO
CPV.21_1,Cabo Verde,NO
CPV.22_1,Cabo Verde,NO
CRI.1_1,Costa Rica,OK
CRI.2_1,Costa Rica,NO
CRI.3_1,Costa Rica,NO
CRI.4_1,Costa Rica,NO
CRI.5_1,Costa Rica,NO
CRI.6_1,Costa Rica,NO
CRI.7_1,Costa Rica,OK
CUB.1_1,Cuba,NO
CUB.2_1,Cuba,NO
CUB.3_1,Cuba,NO
CUB.4_1,Cuba,NO
CUB.5_1,Cuba,NO
CUB.6_1,Cuba,NO
CUB.7_1,Cuba,NO
CUB.8_1,Cuba,NO
CUB.9_1,Cuba,NO
CUB.10_1,Cuba,NO
CUB.11_1,Cuba,NO
CUB.12_1,Cuba,NO
CUB.13_1,Cuba,NO
CUB.14_1,Cuba,NO
CUB.15_1,Cuba,NO
CUB.16_1,Cuba,NO
CYM.1_1,Cayman Islands,NO
CYM.3_1,Cayman Islands,NO
CYM.4_1,Cayman Islands,NO
CYM.6_1,Cayman Islands,NO
CYM.8_1,Cayman Islands,NO
CYM.7_1,Cayman Islands,NO
CYP.1_1,Cyprus,NO
CYP.2_1,Cyprus,OK
CYP.3_1,Cyprus,OK
CYP.4_1,Cyprus,OK
CYP.5_1,Cyprus,NO
CZE.1_1,Czechia,OK
CZE.2_1,Czechia,OK
CZE.3_1,Czechia,OK
CZE.4_1,Czechia,OK
CZE.5_1,Czechia,OK
CZE.6_1,Czechia,OK
CZE.7_1,Czechia,OK
CZE.8_1,Czechia,OK
CZE.9_1,Czechia,OK
CZE.10_1,Czechia,OK
CZE.11_1,Czechia,OK
CZE.12_1,Czechia,OK
CZE.13_1,Czechia,OK
CZE.14_1,Czechia,OK
DEU.1_1,Germany,OK
DEU.2_1,Germany,OK
DEU.3_1,Germany,OK
DEU.4_1,Germany,OK
DEU.5_1,Germany,OK
DEU.6_1,Germany,OK
DEU.7_1,Germany,NO
DEU.8_1,Germany,NO
DEU.9_1,Germany,NO
DEU.10_1,Germany,OK
DEU.11_1,Germany,OK
DEU.12_1,Germany,OK
DEU.14_1,Germany,OK
DEU.13_1,Germany,NO
DEU.15_1,Germany,NO
DEU.16_1,Germany,OK
DJI.1_2,Djibouti,NO
DJI.6_1,Djibouti,NO
DJI.2_1,Djibouti,NO
DJI.3_1,Djibouti,NO
DJI.4_1,Djibouti,NO
DJI.5_1,Djibouti,NO
DMA.1_1,Dominica,NO
DMA.2_1,Dominica,NO
DMA.3_1,Dominica,NO
DMA.4_1,Dominica,NO
DMA.5_1,Dominica,NO
DMA.6_1,Dominica,NO
DMA.7_1,Dominica,NO
DMA.8_1,Dominica,NO
DMA.9_1,Dominica,NO
DMA.10_1,Dominica,NO
DNK.1_1,Denmark,OK
DNK.2_1,Denmark,NO
DNK.3_1,Denmark,NO
DNK.4_1,Denmark,OK
DNK.5_1,Denmark,OK
DOM.1_1,Dominican Republic,NO
DOM.2_1,Dominican Republic,NO
DOM.3_1,Dominican Republic,NO
DOM.4_1,Dominican Republic,NO
DOM.5_1,Dominican Republic,OK
DOM.6_1,Dominican Republic,NO
DOM.7_1,Dominican Republic,NO
DOM.8_1,Dominican Republic,NO
DOM.9_1,Dominican Republic,NO
DOM.10_1,Dominican Republic,NO
DOM.11_1,Dominican Republic,NO
DOM.12_1,Dominican Republic,NO
DOM.13_1,Dominican Republic,NO
DOM.14_1,Dominican Republic,NO
DOM.15_1,Dominican Republic,NO
DOM.16_1,Dominican Republic,NO
DOM.17_1,Dominican Republic,NO
DOM.18_1,Dominican Republic,NO
DOM.19_1,Dominican Republic,NO
DOM.20_1,Dominican Republic,NO
DOM.21_1,Dominican Republic,NO
DOM.22_1,Dominican Republic,NO
DOM.23_1,Dominican Republic,NO
DOM.24_1,Dominican Republic,NO
DOM.25_1,Dominican Republic,NO
DOM.26_1,Dominican Republic,NO
DOM.27_1,Dominican Republic,NO
DOM.28_1,Dominican Republic,NO
DOM.30_1,Dominican Republic,NO
DOM.29_1,Dominican Republic,NO
DOM.31_1,Dominican Republic,OK
DOM.32_1,Dominican Republic,NO
DZA.1_1,Algeria,NO
DZA.2_1,Algeria,NO
DZA.3_1,Algeria,NO
DZA.4_1,Algeria,NO
DZA.5_1,Algeria,NO
DZA.6_1,Algeria,NO
DZA.7_1,Algeria,NO
DZA.8_1,Algeria,NO
DZA.9_1,Algeria,NO
DZA.10_1,Algeria,NO
DZA.11_1,Algeria,NO
DZA.12_1,Algeria,NO
DZA.13_1,Algeria,NO
DZA.14_1,Algeria,NO
DZA.15_1,Algeria,NO
DZA.16_1,Algeria,NO
DZA.17_1,Algeria,NO
DZA.18_1,Algeria,NO
DZA.19_1,Algeria,NO
DZA.20_1,Algeria,NO
DZA.21_1,Algeria,NO
DZA.22_1,Algeria,NO
DZA.23_1,Algeria,NO
DZA.24_1,Algeria,NO
DZA.25_1,Algeria,NO
DZA.26_1,Algeria,NO
DZA.27_1,Algeria,NO
DZA.28_1,Algeria,NO
DZA.29_1,Algeria,NO
DZA.30_1,Algeria,NO
DZA.31_1,Algeria,NO
DZA.32_1,Algeria,NO
DZA.33_1,Algeria,NO
DZA.34_1,Algeria,NO
DZA.35_1,Algeria,NO
DZA.36_1,Algeria,NO
DZA.37_1,Algeria,NO
DZA.38_1,Algeria,NO
DZA.39_1,Algeria,NO
DZA.40_1,Algeria,NO
DZA.41_1,Algeria,NO
DZA.42_1,Algeria,NO
DZA.43_1,Algeria,NO
DZA.44_1,Algeria,NO
DZA.45_1,Algeria,NO
DZA.46_1,Algeria,NO
DZA.47_1,Algeria,NO
DZA.48_1,Algeria,NO
ECU.1_1,Ecuador,NO
ECU.2_1,Ecuador,NO
ECU.3_1,Ecuador,NO
